aqi,city,co,lat,lon,nh3,no,no2,pm10,pm2_5,so2,timestamp_utc
5,Milan,2750.4,45.464,9.19,5.26,86.72,65.8,92.2,90.82,2.35,2023-12-21 06:00:00
4,Milan,2269.74,45.464,9.19,5.32,70.63,56.21,72.42,70.86,2.74,2023-12-21 07:00:00
4,Milan,2189.64,45.464,9.19,5.83,77.78,49.35,69.02,67.16,3.49,2023-12-21 08:00:00
4,Milan,2296.45,45.464,9.19,6.9,92.98,45.24,73.69,71.18,4.47,2023-12-21 09:00:00
4,Milan,2243.04,45.464,9.19,6.59,92.98,42.5,71.65,68.65,4.23,2023-12-21 10:00:00
4,Milan,1976.01,45.464,9.19,6.46,76.89,41.81,62.74,59.65,3.7,2023-12-21 11:00:00
4,Milan,1695.63,45.464,9.19,7.16,55.88,43.18,54,50.99,3.34,2023-12-21 12:00:00
3,Milan,1388.55,45.464,9.19,7.28,35.76,44.55,45.33,42.56,2.95,2023-12-21 13:00:00
3,Milan,1188.28,45.464,9.19,7.22,22.13,47.3,38.46,35.92,2.68,2023-12-21 14:00:00
3,Milan,1081.47,45.464,9.19,7.41,14.98,50.04,33.33,30.96,2.53,2023-12-21 15:00:00
3,Milan,1068.12,45.464,9.19,7.03,15.42,52.09,32.45,30.11,2.47,2023-12-21 16:00:00
3,Milan,1068.12,45.464,9.19,6.65,16.99,52.09,32.23,29.95,2.44,2023-12-21 17:00:00
3,Milan,1081.47,45.464,9.19,6.9,19,51.41,33.03,30.75,2.59,2023-12-21 18:00:00
3,Milan,1134.87,45.464,9.19,7.28,21.68,50.72,35.12,32.78,2.8,2023-12-21 19:00:00
3,Milan,1121.52,45.464,9.19,6.9,19,49.35,35.68,33.35,2.59,2023-12-21 20:00:00
3,Milan,1028.06,45.464,9.19,5.83,12.18,48.67,35.29,33.04,2.29,2023-12-21 21:00:00
3,Milan,974.66,45.464,9.19,4.81,7.82,45.93,34.66,32.43,1.94,2023-12-21 22:00:00
3,Milan,947.95,45.464,9.19,3.93,7.38,42.84,33.99,31.83,1.34,2023-12-21 23:00:00
3,Milan,921.25,45.464,9.19,3.23,5.81,41.13,33.32,31.22,1.04,2023-12-22 00:00:00
3,Milan,907.9,45.464,9.19,2.69,4.41,40.44,31.89,29.82,0.92,2023-12-22 01:00:00
3,Milan,907.9,45.464,9.19,2.41,3.49,41.13,29.95,27.87,0.92,2023-12-22 02:00:00
2,Milan,907.9,45.464,9.19,2.28,3.52,40.78,26.9,24.89,0.94,2023-12-22 03:00:00
2,Milan,834.47,45.464,9.19,2.41,2.32,38.04,20.93,19.21,0.95,2023-12-22 04:00:00
2,Milan,734.33,45.464,9.19,3.13,0.98,35.3,15.47,14.06,1.09,2023-12-22 05:00:00
2,Milan,801.09,45.464,9.19,5.07,2.49,43.87,16.22,14.84,1.91,2023-12-22 06:00:00
2,Milan,841.14,45.464,9.19,5.83,2.71,52.09,16.24,14.96,2.47,2023-12-22 07:00:00
2,Milan,821.11,45.464,9.19,5.57,1.77,52.09,14.8,13.62,2.62,2023-12-22 08:00:00
2,Milan,787.73,45.464,9.19,5.32,2.68,47.3,13.53,12.35,2.62,2023-12-22 09:00:00
2,Milan,707.63,45.464,9.19,4.88,3.55,39.41,11.61,10.38,2.32,2023-12-22 10:00:00
2,Milan,694.27,45.464,9.19,5,5.14,37.01,11.76,10.39,2.24,2023-12-22 11:00:00
2,Milan,687.6,45.464,9.19,5,5.64,35.99,11.82,10.36,2.15,2023-12-22 12:00:00
2,Milan,774.38,45.464,9.19,5.95,7.93,40.44,14.38,12.71,2.35,2023-12-22 13:00:00
2,Milan,881.2,45.464,9.19,7.09,10.73,45.93,17.59,15.74,2.5,2023-12-22 14:00:00
2,Milan,907.9,45.464,9.19,6.97,10.39,49.35,18.49,16.62,2.38,2023-12-22 15:00:00
2,Milan,921.25,45.464,9.19,6.14,9.39,52.78,18.6,16.83,2.29,2023-12-22 16:00:00
2,Milan,881.2,45.464,9.19,6.33,7.49,52.78,17.37,15.76,2.21,2023-12-22 17:00:00
2,Milan,867.84,45.464,9.19,7.35,4.41,53.47,17.21,15.64,2.35,2023-12-22 18:00:00
2,Milan,921.25,45.464,9.19,8.61,3.58,55.52,20.35,18.63,2.59,2023-12-22 19:00:00
2,Milan,1054.76,45.464,9.19,9.63,8.38,57.58,26.34,24.35,2.8,2023-12-22 20:00:00
3,Milan,1161.58,45.464,9.19,9.75,12.52,56.89,30.69,28.55,2.89,2023-12-22 21:00:00
3,Milan,1134.87,45.464,9.19,8.87,9.28,56.21,30.95,28.83,2.56,2023-12-22 22:00:00
3,Milan,988.01,45.464,9.19,7.28,1.9,52.78,27.73,25.85,1.85,2023-12-22 23:00:00
2,Milan,881.2,45.464,9.19,6.27,0.14,43.87,25.83,24.1,1.4,2023-12-23 00:00:00
2,Milan,827.79,45.464,9.19,6.08,0.09,39.07,25.22,23.5,1.22,2023-12-23 01:00:00
2,Milan,794.41,45.464,9.19,5.83,0.13,35.64,24.69,22.92,1.12,2023-12-23 02:00:00
2,Milan,781.06,45.464,9.19,5.7,0.21,33.93,24.93,23.09,1.06,2023-12-23 03:00:00
2,Milan,801.09,45.464,9.19,5.7,0.52,34.96,25.42,23.48,1.12,2023-12-23 04:00:00
2,Milan,867.84,45.464,9.19,5.95,2.01,38.04,26.76,24.73,1.3,2023-12-23 05:00:00
3,Milan,1134.87,45.464,9.19,7.03,16.09,43.18,35.5,33.09,2.26,2023-12-23 06:00:00
3,Milan,1508.71,45.464,9.19,8.49,39.34,47.3,47.22,44.25,3.28,2023-12-23 07:00:00
4,Milan,1708.98,45.464,9.19,10.13,51.41,52.09,53.4,50.05,3.73,2023-12-23 08:00:00
3,Milan,1735.69,45.464,9.19,11.65,52.75,52.78,52.99,49.57,3.81,2023-12-23 09:00:00
3,Milan,1482.01,45.464,9.19,11.91,40.68,45.24,42.03,39.07,3.31,2023-12-23 10:00:00
3,Milan,1241.68,45.464,9.19,10.77,31.74,37.01,33.1,30.46,2.83,2023-12-23 11:00:00
2,Milan,1054.76,45.464,9.19,9.12,24.36,31.87,26.29,23.95,2.38,2023-12-23 12:00:00
2,Milan,734.33,45.464,9.19,6.21,12.18,24.33,15.73,14.04,1.7,2023-12-23 13:00:00
2,Milan,667.57,45.464,9.19,6.14,7.82,25.02,13.84,12.33,1.55,2023-12-23 14:00:00
2,Milan,647.54,45.464,9.19,6.65,4.58,29.47,13.53,12.09,1.52,2023-12-23 15:00:00
2,Milan,674.25,45.464,9.19,7.16,1.19,38.73,14.35,12.92,1.55,2023-12-23 16:00:00
2,Milan,714.3,45.464,9.19,7.03,1.49,42.5,15.97,14.52,1.58,2023-12-23 17:00:00
2,Milan,761.03,45.464,9.19,5.83,2.26,43.87,18.1,16.59,1.65,2023-12-23 18:00:00
2,Milan,867.84,45.464,9.19,4.75,5.48,46.61,22.67,20.96,1.86,2023-12-23 19:00:00
3,Milan,974.66,45.464,9.19,3.99,10.28,45.93,27.48,25.58,1.86,2023-12-23 20:00:00
3,Milan,1041.41,45.464,9.19,3.48,14.19,44.55,30.74,28.68,1.83,2023-12-23 21:00:00
3,Milan,1014.71,45.464,9.19,3.29,12.96,42.5,30.47,28.37,1.59,2023-12-23 22:00:00
3,Milan,947.95,45.464,9.19,3.89,7.38,44.55,27.96,25.95,1.25,2023-12-23 23:00:00
2,Milan,834.47,45.464,9.19,4.94,2.1,43.18,22.23,20.56,1.12,2023-12-24 00:00:00
2,Milan,654.22,45.464,9.19,4.94,0.16,30.5,13.79,12.56,0.98,2023-12-24 01:00:00
1,Milan,520.71,45.464,9.19,4.12,0.02,20.39,8.72,7.74,0.8,2023-12-24 02:00:00
1,Milan,480.65,45.464,9.19,2.91,0.02,17.31,8.13,7.18,0.69,2023-12-24 03:00:00
1,Milan,473.98,45.464,9.19,2.15,0.01,15.77,10.45,9.37,0.68,2023-12-24 04:00:00
2,Milan,534.06,45.464,9.19,2.15,0.04,19.36,15.61,13.96,0.8,2023-12-24 05:00:00
2,Milan,607.49,45.464,9.19,2.37,0.17,25.7,19.92,17.33,1.19,2023-12-24 06:00:00
2,Milan,627.52,45.464,9.19,2.69,0.23,28.79,21.56,18.04,1.46,2023-12-24 07:00:00
2,Milan,634.19,45.464,9.19,3.32,1.13,27.76,21.56,17.46,1.56,2023-12-24 08:00:00
2,Milan,640.87,45.464,9.19,4.31,4.75,22.62,21.68,17.46,1.58,2023-12-24 09:00:00
2,Milan,594.14,45.464,9.19,5.07,5.42,16.96,19.64,15.42,1.42,2023-12-24 10:00:00
2,Milan,574.11,45.464,9.19,6.02,5.64,15.25,18.84,14.66,1.31,2023-12-24 11:00:00
2,Milan,547.41,45.464,9.19,6.14,4.92,14.74,18.03,13.66,1.28,2023-12-24 12:00:00
2,Milan,520.71,45.464,9.19,5.95,4.02,14.74,17.34,12.77,1.28,2023-12-24 13:00:00
2,Milan,487.33,45.464,9.19,5.45,2.79,15.25,16.58,11.43,1.27,2023-12-24 14:00:00
1,Milan,453.95,45.464,9.19,4.81,1.4,16.28,16.12,9.66,1.3,2023-12-24 15:00:00
1,Milan,440.6,45.464,9.19,4.05,0.14,18.68,16.21,8.73,1.36,2023-12-24 16:00:00
1,Milan,440.6,45.464,9.19,2.98,0.01,20.05,16.26,8.58,1.42,2023-12-24 17:00:00
1,Milan,453.95,45.464,9.19,2.15,0.02,21.59,16.42,9.01,1.49,2023-12-24 18:00:00
1,Milan,467.3,45.464,9.19,1.87,0.02,21.93,16.38,9.19,1.48,2023-12-24 19:00:00
1,Milan,453.95,45.464,9.19,1.76,0.01,19.88,16.03,8.79,1.37,2023-12-24 20:00:00
1,Milan,447.27,45.464,9.19,1.71,0.01,18.51,16.53,8.79,1.34,2023-12-24 21:00:00
1,Milan,467.3,45.464,9.19,1.71,0.02,20.22,17.73,9.86,1.31,2023-12-24 22:00:00
2,Milan,467.3,45.464,9.19,1.52,0.02,18.68,17.61,10.26,1.01,2023-12-24 23:00:00
2,Milan,500.68,45.464,9.19,1.6,0.06,20.73,18.51,11.7,0.97,2023-12-25 00:00:00
2,Milan,547.41,45.464,9.19,1.68,0.11,22.96,19.78,13.24,0.98,2023-12-25 01:00:00
2,Milan,520.71,45.464,9.19,1.6,0.07,20.39,19.86,12.95,0.93,2023-12-25 02:00:00
2,Milan,453.95,45.464,9.19,1.5,0.02,15.59,18.99,11.61,0.89,2023-12-25 03:00:00
2,Milan,407.22,45.464,9.19,1.39,0.01,12.34,17.97,10.41,0.86,2023-12-25 04:00:00
2,Milan,453.95,45.464,9.19,1.57,0.03,16.28,18.84,11.59,0.97,2023-12-25 05:00:00
2,Milan,660.9,45.464,9.19,2.41,0.8,32.56,24.37,17.33,1.68,2023-12-25 06:00:00
3,Milan,961.3,45.464,9.19,3.26,11.29,43.53,33.46,26.54,2.53,2023-12-25 07:00:00
3,Milan,1295.09,45.464,9.19,3.96,32.63,41.47,44.11,37.04,3.19,2023-12-25 08:00:00
3,Milan,1628.88,45.464,9.19,4.69,52.3,41.13,55.77,48.17,3.81,2023-12-25 09:00:00
4,Milan,1789.09,45.464,9.19,5.26,61.69,41.13,62.1,54.06,3.99,2023-12-25 10:00:00
4,Milan,1762.39,45.464,9.19,5,59.9,42.5,62.01,53.94,3.81,2023-12-25 11:00:00
3,Milan,1562.12,45.464,9.19,4.5,45.15,46.61,56.02,48.18,3.46,2023-12-25 12:00:00
3,Milan,1335.14,45.464,9.19,4.31,29.95,48.67,47.93,40.47,3.22,2023-12-25 13:00:00
3,Milan,1482.01,45.464,9.19,5.32,38,50.72,53.64,45.83,3.67,2023-12-25 14:00:00
3,Milan,1522.06,45.464,9.19,6.65,43.81,50.72,54.86,46.65,3.87,2023-12-25 15:00:00
4,Milan,1762.39,45.464,9.19,10.64,65.27,50.04,62.65,53.94,5.42,2023-12-25 16:00:00
4,Milan,2243.04,45.464,9.19,17.99,102.82,50.72,79.92,70.45,8.58,2023-12-25 17:00:00
5,Milan,2830.51,45.464,9.19,27.11,141.26,52.78,102.72,92.46,12.76,2023-12-25 18:00:00
5,Milan,3471.37,45.464,9.19,36.48,178.81,57.58,127.88,118.09,16.93,2023-12-25 19:00:00
5,Milan,4165.65,45.464,9.19,42.56,219.94,62.38,156.64,147.68,19.55,2023-12-25 20:00:00
5,Milan,5073.55,45.464,9.19,41.04,271.8,67.17,192.2,183.98,19.31,2023-12-25 21:00:00
5,Milan,5500.79,45.464,9.19,26.35,293.25,68.55,209.59,202.91,13.35,2023-12-25 22:00:00
5,Milan,5233.76,45.464,9.19,17.48,278.95,65.8,199.61,194.15,8.58,2023-12-25 23:00:00
5,Milan,4966.74,45.464,9.19,13.93,257.49,63.06,187.62,182.88,6.62,2023-12-26 00:00:00
5,Milan,4859.92,45.464,9.19,11.53,250.34,61.69,183.02,178.59,5.72,2023-12-26 01:00:00
5,Milan,4913.33,45.464,9.19,8.87,250.34,61.01,183.12,178.83,4.83,2023-12-26 02:00:00
5,Milan,4966.74,45.464,9.19,7.09,253.92,58.95,186.18,181.98,3.87,2023-12-26 03:00:00
5,Milan,5073.55,45.464,9.19,6.02,264.64,57.58,191.36,187.3,3.13,2023-12-26 04:00:00
5,Milan,5447.39,45.464,9.19,5.45,286.1,58.95,205.36,201.42,2.92,2023-12-26 05:00:00
5,Milan,5981.45,45.464,9.19,6.65,325.44,61.69,228.65,224.41,4.11,2023-12-26 06:00:00
5,Milan,6301.88,45.464,9.19,7.54,350.48,63.75,241.06,236.31,5.25,2023-12-26 07:00:00
5,Milan,6141.66,45.464,9.19,7.54,343.32,61.01,233.11,227.11,5.78,2023-12-26 08:00:00
5,Milan,5180.36,45.464,9.19,6.9,278.95,53.47,193.21,186.24,5.72,2023-12-26 09:00:00
5,Milan,3417.97,45.464,9.19,5.76,164.51,45.93,128.58,121.3,4.53,2023-12-26 10:00:00
5,Milan,2456.67,45.464,9.19,5.32,100.14,42.5,92.85,85.91,3.81,2023-12-26 11:00:00
4,Milan,1708.98,45.464,9.19,4.75,53.64,41.47,64.57,58.51,3.07,2023-12-26 12:00:00
2,Milan,680.92,45.464,9.19,2.03,3.63,30.5,23.43,19.57,1.53,2023-12-26 13:00:00
2,Milan,634.19,45.464,9.19,2.28,2.96,28.79,21.43,17.72,1.61,2023-12-26 14:00:00
2,Milan,687.6,45.464,9.19,2.69,2.68,34.27,22.92,19.05,1.8,2023-12-26 15:00:00
3,Milan,1108.17,45.464,9.19,4.43,17.43,52.78,35.66,31.2,3.04,2023-12-26 16:00:00
4,Milan,1869.2,45.464,9.19,5.89,67.95,50.72,60.45,55.02,4.41,2023-12-26 17:00:00
5,Milan,2750.4,45.464,9.19,7.28,126.96,51.41,93.39,86.8,5.78,2023-12-26 18:00:00
5,Milan,3898.62,45.464,9.19,8.61,200.27,56.21,138.14,130.23,7.09,2023-12-26 19:00:00
5,Milan,4913.33,45.464,9.19,9.5,264.64,61.01,182.29,174.45,7.57,2023-12-26 20:00:00
5,Milan,5340.58,45.464,9.19,10.39,289.68,63.75,203.93,196.47,7.33,2023-12-26 21:00:00
5,Milan,4592.9,45.464,9.19,9.88,239.61,56.89,176.68,169.95,5.66,2023-12-26 22:00:00
5,Milan,3417.97,45.464,9.19,6.08,162.72,45.24,132.06,125.76,2.95,2023-12-26 23:00:00
5,Milan,2696.99,45.464,9.19,3.99,114.44,37.7,104.98,98.67,1.8,2023-12-27 00:00:00
5,Milan,2510.07,45.464,9.19,3.32,100.14,35.64,99.25,92.81,1.61,2023-12-27 01:00:00
5,Milan,2670.29,45.464,9.19,3.74,109.97,35.3,107.69,101.53,1.91,2023-12-27 02:00:00
5,Milan,3070.83,45.464,9.19,5.26,134.11,37.01,124.5,118.27,2.44,2023-12-27 03:00:00
5,Milan,3631.59,45.464,9.19,6.78,169.87,41.47,148.94,142.44,3.01,2023-12-27 04:00:00
5,Milan,4165.65,45.464,9.19,5.83,205.64,47.3,172.57,166.45,2.95,2023-12-27 05:00:00
5,Milan,4859.92,45.464,9.19,5.83,250.34,54.84,200.14,194.47,3.81,2023-12-27 06:00:00
5,Milan,5287.17,45.464,9.19,5.51,275.37,62.38,216.68,210.23,4.59,2023-12-27 07:00:00
5,Milan,5500.79,45.464,9.19,5.76,289.68,67.86,223.2,215.45,5.36,2023-12-27 08:00:00
5,Milan,5393.98,45.464,9.19,6.14,282.53,69.92,216.71,208.14,6.02,2023-12-27 09:00:00
5,Milan,4966.74,45.464,9.19,5.95,253.92,69.92,196.62,187.77,5.96,2023-12-27 10:00:00
5,Milan,4486.08,45.464,9.19,5.95,218.15,67.86,174.79,165.96,5.66,2023-12-27 11:00:00
5,Milan,3631.59,45.464,9.19,5.64,164.51,64.43,141.82,133.53,5.01,2023-12-27 12:00:00
3,Milan,1188.28,45.464,9.19,1.99,17.66,61.69,44.92,40.74,2.21,2023-12-27 13:00:00
3,Milan,827.79,45.464,9.19,1.8,2.26,50.04,30.92,27.51,1.94,2023-12-27 14:00:00
2,Milan,754.36,45.464,9.19,1.87,0.65,45.24,27.74,24.55,1.91,2023-12-27 15:00:00
3,Milan,1255.04,45.464,9.19,4.12,21.01,66.49,43.98,40.06,3.22,2023-12-27 16:00:00
4,Milan,2243.04,45.464,9.19,6.59,85.83,68.55,78.28,72.97,5.07,2023-12-27 17:00:00
5,Milan,3337.86,45.464,9.19,9.12,155.57,69.23,120.23,113.34,6.91,2023-12-27 18:00:00
5,Milan,4432.68,45.464,9.19,11.02,223.52,70.6,163.82,155.45,8.46,2023-12-27 19:00:00
5,Milan,5393.98,45.464,9.19,11.91,286.1,73.34,206.2,196.68,9.3,2023-12-27 20:00:00
5,Milan,6248.47,45.464,9.19,13.17,343.32,75.4,244.7,234.12,10.13,2023-12-27 21:00:00
5,Milan,6622.31,45.464,9.19,11.78,368.36,74.71,261,251.6,8.94,2023-12-27 22:00:00
5,Milan,6782.53,45.464,9.19,9.37,379.09,75.4,271.6,263.23,7.33,2023-12-27 23:00:00
5,Milan,7156.37,45.464,9.19,8.74,396.97,80.88,292.08,283.63,6.97,2023-12-28 00:00:00
5,Milan,7156.37,45.464,9.19,8.61,389.81,86.37,296.3,287.73,6.91,2023-12-28 01:00:00
5,Milan,6462.1,45.464,9.19,7.66,346.9,83.63,271.08,262.24,6.08,2023-12-28 02:00:00
5,Milan,5554.2,45.464,9.19,6.59,289.68,76.09,237.53,227.38,5.01,2023-12-28 03:00:00
5,Milan,4432.68,45.464,9.19,4.88,221.73,66.49,192.72,183.07,3.7,2023-12-28 04:00:00
5,Milan,3685,45.464,9.19,3.8,175.24,57.58,160.6,152.23,2.86,2023-12-28 05:00:00
5,Milan,3417.97,45.464,9.19,4.43,160.93,51.41,150.49,143.24,3.49,2023-12-28 06:00:00
5,Milan,3524.78,45.464,9.19,5.07,166.3,49.35,150.95,144.64,4.29,2023-12-28 07:00:00
5,Milan,3524.78,45.464,9.19,5.26,166.3,47.98,149.77,144.07,4.65,2023-12-28 08:00:00
5,Milan,3391.27,45.464,9.19,5.26,155.57,46.61,143.66,138.45,4.71,2023-12-28 09:00:00
5,Milan,3044.13,45.464,9.19,4.94,126.96,43.87,127.44,122.47,4.29,2023-12-28 10:00:00
5,Milan,2883.91,45.464,9.19,4.94,118.02,40.78,117.3,112.2,4.17,2023-12-28 11:00:00
5,Milan,2803.8,45.464,9.19,5.13,118.02,40.1,109.66,104.41,4.29,2023-12-28 12:00:00
5,Milan,2109.53,45.464,9.19,4.5,77.78,44.55,83.68,79.09,3.93,2023-12-28 13:00:00
5,Milan,2029.42,45.464,9.19,5.07,72.42,45.93,80.23,75.43,4.05,2023-12-28 14:00:00
4,Milan,2029.42,45.464,9.19,5.57,71.53,47.98,78.61,73.65,4.05,2023-12-28 15:00:00
5,Milan,2216.34,45.464,9.19,6.33,84.94,50.72,84.84,79.5,4.41,2023-12-28 16:00:00
5,Milan,2483.37,45.464,9.19,7.28,104.61,52.09,93.5,87.78,4.77,2023-12-28 17:00:00
5,Milan,2563.48,45.464,9.19,7.98,112.65,50.72,94.59,88.65,5.07,2023-12-28 18:00:00
5,Milan,2750.4,45.464,9.19,8.23,126.96,47.98,100.04,93.89,5.54,2023-12-28 19:00:00
5,Milan,3150.94,45.464,9.19,8.23,151.99,47.3,113.5,106.89,5.9,2023-12-28 20:00:00
5,Milan,3578.19,45.464,9.19,8.49,177.03,47.3,129.12,122.12,6.26,2023-12-28 21:00:00
5,Milan,3631.59,45.464,9.19,7.28,178.81,45.93,131.27,124.34,5.36,2023-12-28 22:00:00
5,Milan,3257.75,45.464,9.19,5.51,155.57,42.16,118.68,112.33,3.76,2023-12-28 23:00:00
5,Milan,3044.13,45.464,9.19,5.13,143.05,40.44,111.82,105.76,3.19,2023-12-29 00:00:00
5,Milan,2750.4,45.464,9.19,5.07,121.59,41.13,104.17,98.49,2.92,2023-12-29 01:00:00
5,Milan,2429.96,45.464,9.19,4.69,99.24,40.44,93.05,87.82,2.35,2023-12-29 02:00:00
5,Milan,2056.12,45.464,9.19,4.18,75.1,37.36,80.2,75.58,1.77,2023-12-29 03:00:00
4,Milan,1708.98,45.464,9.19,3.74,50.96,33.93,67.81,63.62,1.42,2023-12-29 04:00:00
4,Milan,1575.47,45.464,9.19,3.61,39.79,32.56,63.34,59.19,1.45,2023-12-29 05:00:00
4,Milan,1735.69,45.464,9.19,4.5,49.62,33.93,68.95,64.34,2.38,2023-12-29 06:00:00
4,Milan,2056.12,45.464,9.19,5.45,69.74,35.99,78.78,73.71,3.52,2023-12-29 07:00:00
5,Milan,2376.56,45.464,9.19,6.33,91.2,37.7,88.99,83.48,4.41,2023-12-29 08:00:00
5,Milan,2616.88,45.464,9.19,7.28,106.39,39.07,97.65,91.82,5.13,2023-12-29 09:00:00
5,Milan,2376.56,45.464,9.19,6.84,90.3,37.7,86.41,80.95,4.47,2023-12-29 10:00:00
4,Milan,2109.53,45.464,9.19,6.71,76,37.01,75.65,70.66,3.93,2023-12-29 11:00:00
4,Milan,1976.01,45.464,9.19,6.97,70.63,39.07,70.26,65.62,3.81,2023-12-29 12:00:00
4,Milan,1642.23,45.464,9.19,6.21,50.07,46.61,56.82,52.8,3.43,2023-12-29 13:00:00
3,Milan,1428.6,45.464,9.19,6.14,36.66,50.04,49.86,46.06,3.13,2023-12-29 14:00:00
3,Milan,1268.39,45.464,9.19,6.14,29.06,48.67,44.77,41.02,2.74,2023-12-29 15:00:00
3,Milan,1361.85,45.464,9.19,6.84,39.79,45.24,48.27,44.24,3.01,2023-12-29 16:00:00
4,Milan,1708.98,45.464,9.19,7.54,64.37,44.55,59.78,55.24,3.73,2023-12-29 17:00:00
4,Milan,2136.23,45.464,9.19,7.98,91.2,44.55,75.01,69.96,4.59,2023-12-29 18:00:00
5,Milan,2803.8,45.464,9.19,8.36,130.53,46.61,98.88,93.08,5.78,2023-12-29 19:00:00
5,Milan,3685,45.464,9.19,8.49,184.18,51.41,133.06,126.38,6.79,2023-12-29 20:00:00
5,Milan,4592.9,45.464,9.19,9.12,239.61,58.95,170.17,162.64,7.63,2023-12-29 21:00:00
5,Milan,5073.55,45.464,9.19,8.99,268.22,64.43,191.08,182.94,7.51,2023-12-29 22:00:00
5,Milan,4753.11,45.464,9.19,7.54,250.34,65.12,184.07,175.9,5.96,2023-12-29 23:00:00
5,Milan,4165.65,45.464,9.19,6.52,209.21,63.06,164.72,156.64,4.71,2023-12-30 00:00:00
5,Milan,3471.37,45.464,9.19,5.83,160.93,60.32,140.4,132.55,3.87,2023-12-30 01:00:00
5,Milan,2857.21,45.464,9.19,4.88,119.81,58.26,119.37,112.1,3.07,2023-12-30 02:00:00
5,Milan,2483.37,45.464,9.19,3.83,92.09,58.95,107.24,100.84,2.41,2023-12-30 03:00:00
5,Milan,2216.34,45.464,9.19,2.82,67.06,60.32,99.26,93.86,1.8,2023-12-30 04:00:00
5,Milan,2269.74,45.464,9.19,3.1,63.48,60.32,102.81,97.73,1.71,2023-12-30 05:00:00
5,Milan,2590.18,45.464,9.19,5.89,80.47,60.32,112.78,107.98,3.13,2023-12-30 06:00:00
5,Milan,3017.43,45.464,9.19,9.12,110.86,58.95,125.46,120.94,4.83,2023-12-30 07:00:00
5,Milan,3311.16,45.464,9.19,9.25,134.11,56.21,133.14,127.96,5.3,2023-12-30 08:00:00
5,Milan,3391.27,45.464,9.19,8.49,143.05,53.47,135.25,129.72,5.25,2023-12-30 09:00:00
5,Milan,2723.69,45.464,9.19,6.4,103.71,48.67,108.52,103.86,3.87,2023-12-30 10:00:00
5,Milan,2510.07,45.464,9.19,5.51,88.51,49.35,100.02,95.56,3.43,2023-12-30 11:00:00
5,Milan,2323.15,45.464,9.19,5,75.1,53.47,96.9,92.55,3.16,2023-12-30 12:00:00
4,Milan,1548.77,45.464,9.19,3.77,31.74,53.47,70.37,66.9,2.32,2023-12-30 13:00:00
4,Milan,1415.25,45.464,9.19,4.05,24.14,54.84,65.93,62.48,2.26,2023-12-30 14:00:00
4,Milan,1281.74,45.464,9.19,4.37,18.78,55.52,59.69,56.18,2.18,2023-12-30 15:00:00
4,Milan,1455.31,45.464,9.19,5.26,34.87,54.15,64.27,60.34,2.71,2023-12-30 16:00:00
5,Milan,1949.31,45.464,9.19,6.21,72.42,52.09,81.89,77.14,3.61,2023-12-30 17:00:00
5,Milan,2670.29,45.464,9.19,7.28,118.02,53.47,108.81,103.13,4.83,2023-12-30 18:00:00
5,Milan,3471.37,45.464,9.19,8.23,162.72,57.58,140.22,133.5,5.96,2023-12-30 19:00:00
5,Milan,3898.62,45.464,9.19,7.73,185.97,58.95,161.32,153.92,5.96,2023-12-30 20:00:00
5,Milan,4112.24,45.464,9.19,6.97,193.12,58.26,174.3,166.56,5.54,2023-12-30 21:00:00
5,Milan,3845.21,45.464,9.19,5.57,175.24,54.15,169.23,161.79,4.17,2023-12-30 22:00:00
5,Milan,3471.37,45.464,9.19,4.88,151.99,46.61,157.68,150.77,2.77,2023-12-30 23:00:00
5,Milan,3017.43,45.464,9.19,6.08,123.38,38.39,141.2,135.28,2.24,2023-12-31 00:00:00
5,Milan,2696.99,45.464,9.19,7.92,106.39,33.24,131.35,126.13,2.24,2023-12-31 01:00:00
5,Milan,2563.48,45.464,9.19,7.03,96.56,29.82,125.87,121.11,1.88,2023-12-31 02:00:00
5,Milan,2403.26,45.464,9.19,5.89,86.72,28.1,119.89,115.47,1.56,2023-12-31 03:00:00
5,Milan,2189.64,45.464,9.19,5,70.63,29.13,107.63,103.84,1.33,2023-12-31 04:00:00
5,Milan,2082.82,45.464,9.19,4.75,64.37,30.85,100.23,96.89,1.39,2023-12-31 05:00:00
5,Milan,2243.04,45.464,9.19,5.51,73.31,32.9,101.94,98.77,2.12,2023-12-31 06:00:00
5,Milan,2323.15,45.464,9.19,6.46,78.68,35.64,100.74,97.64,2.65,2023-12-31 07:00:00
5,Milan,2323.15,45.464,9.19,6.78,80.47,36.67,98.87,95.75,2.8,2023-12-31 08:00:00
5,Milan,2269.74,45.464,9.19,6.46,78.68,35.3,94.57,91.55,2.59,2023-12-31 09:00:00
5,Milan,1815.8,45.464,9.19,4.88,50.96,33.93,78.74,76.48,1.64,2023-12-31 10:00:00
4,Milan,1602.17,45.464,9.19,3.93,35.32,30.16,70.05,68.22,1.25,2023-12-31 11:00:00
4,Milan,1428.6,45.464,9.19,3.32,25.7,27.08,63.31,61.88,1,2023-12-31 12:00:00
4,Milan,1201.63,45.464,9.19,2.5,16.76,26.39,53.8,52.83,0.83,2023-12-31 13:00:00
3,Milan,1094.82,45.464,9.19,2.31,12.52,25.02,48.31,47.52,0.76,2023-12-31 14:00:00
3,Milan,1041.41,45.464,9.19,2.25,9.61,25.36,45.67,44.97,0.72,2023-12-31 15:00:00
3,Milan,1068.12,45.464,9.19,2.53,9.05,26.73,48.16,47.33,0.79,2023-12-31 16:00:00
